509817.41	 3984039.06	60.81999969
509821.8	3984041.28	63.49000168
509821.99	3984038.15	63.18999863
509826.14	3984037.57	64.51000214
509826.5	3984041.95	65.54000092
509826.7	3984037.36	64.86000061
509829.05	3984040.06	66.16999817
509830.95	3984043.01	67.83000183
509831.58	3984037.35	65.91999817
509835.58	3984041.84	68.25
509836.05	3984037.26	67.73999786
509840.09	3984042.25	69.11000061
509842.00	3984037.33	68.06999969
509842.65	3984039.65	69.26999664
509845.45	3984042.07	68.83000183
509849.57	3984037.9	70.29000092
509850.74	3984042.4	68.91999817
509853.1	3984039.47	70.38999939
509855.03	3984043.14	69.19999695
509854.81	3984039.98	70.36000061
509859.25	3984037.59	71.47000122
509860.81	3984041.24	70.23000336
509863.58	3984037.35	72.77999878
509864.26	3984042.81	71.86000061
509868.51	3984037.71	73.51999664
509871.22	3984043.02	72.36000061
509870.25	3984037.66	73.58999634
509877.64	3984043.13	72.86000061
509876.97	3984037.53	74.16999817
509880.22	3984042.98	72.44000244
509882.67	3984039.3	74.66999817
509883.25	3984041.93	73.62999725
509887.2	3984037.29	75.34999847
509887.91	3984041.13	74.51999664
509891.74	3984037.49	76.44000244
509896.6	3984042.89	75.30000305
509896.64	3984037.21	77.65000153
509897.58	3984042.76	74.98999786
509897.44	3984037.29	77.73000336
509901.61	3984042.69	75.94000244
509902.52	3984037.26	77.72000122
509906.24	3984037.38	79.20999908
509906.79	3984043.02	76.87999725
509910.62	3984037.24	80
509912.15	3984043.22	78.06999969
509912.37	3984040.7	79.45999908
509912.87	3984037.3	81.13999939
509915.71	3984041.94	79.26000214
509919.83	3984039.19	81.41000366
509817.3	3984036.73	61.66999817
509821.02	3984036.96	63.45000076
509821.95	3984033.38	63.06999969
509826.41	3984036.9	64.75
509827.16	3984031.19	63.95999908
509830.88	3984036.5	65.95999908
509831.36	3984031.42	65.43000031
509835.03	3984037.13	67.34999847
509837.94	3984031.47	65.58999634
509840.61	3984036.17	68.26000214
509841.05	3984031.65	67.73000336
509845.31	3984036.53	69.40000153
509845.8	3984031.33	67.79000092
509849.73	3984033.09	70.31999969
509850.23	3984031.29	69.72000122
509854.62	3984031.23	71.72000122
509854.94	3984036.09	69.93000031
509859.17	3984031.64	72.81999969
509860.09	3984037.14	72.23000336
509863.38	3984033.97	73.38999939
509864.63	3984037.03	72.68000031
509868.72	3984031.6	73.65000153
509870.62	3984034.39	73.16000366
509872.81	3984031.18	74.73000336
509873.5	3984036.9	73.47000122
509878.07	3984031.63	76.02999878
509878.46	3984036.68	74.23000336
509882.48	3984031.31	76.34999847
509882.94	3984036.52	74.65000153
509885.24	3984033.66	75.76999664
509886.4	3984031.29	76.98999786
509887.72	3984036.95	75.54000092
509892.1	3984031.19	78.66000366
509892.62	3984037.01	76.80000305
509894.49	3984034.67	78
509895.87	3984031.29	79.05000305
509899.3	3984036.22	75.94000244
509899.5	3984034.88	77.66000366
509898.25	3984031.41	79.37999725
509901.57	3984035.2	76.52999878
509903.6	3984033.82	78.15000153
509905.34	3984032.21	79.93000031
509906.43	3984036.74	79.19999695
509909.91	3984031.87	81.34999847
509911.14	3984037.11	80.37000275
509914.95	3984031.31	82.23000336
509916.68	3984036.96	80.91999817
509919.92	3984031.24	83
509817.33	3984025.23	59.65999985
509818.99	3984027.03	60.70000076
509820.78	3984029.35	62.75999832
509824.45	3984025.1	60.56999969
509824.9	3984029.71	63.27000046
509826.34	3984030.99	63.63999939
509826.88	3984025.25	60.86999893
509830.17	3984026.28	62.68000031
509831.23	3984030.79	65.08999634
509831.49	3984025.65	63.25999832
509831.97	3984029.37	65
509834.61	3984030.77	65.97000122
509839.34	3984026.06	64.94999695
509840.58	3984030.21	67.31999969
509840.72	3984025.52	65.61000061
509844.64	3984030.51	68.12999725
509845.56	3984025.15	67.01999664
509848.06	3984030.81	68.48999786
509849.95	3984029.42	69.69000244
509850.35	3984028.06	69.31999969
509854.67	3984028.83	72.05000305
509854.73	3984025.26	70.62999725
509859.26	3984029.24	72.83000183
509860.12	3984025.56	72.22000122
509864.06	3984027.01	73.45999908
509864.25	3984029.89	73.05000305
509865.57	3984026.66	73.80999756
509868.75	3984025.68	75.05000305
509868.79	3984031.04	73.83000183
509873.28	3984025.12	76.47000122
509874.94	3984030.61	74.88999939
509877.58	3984029.16	76.12999725
509878.09	3984025.3	76.94999695
509878.68	3984030.76	76.04000092
509880.23	3984025.2	77.52999878
509882.97	3984030.95	76.43000031
509887.31	3984025.16	78.72000122
509887.81	3984031.09	76.94000244
509892.02	3984025.59	79.36000061
509892.91	3984031.02	78.44999695
509895.84	3984025.86	80.52999878
509901.55	3984030.24	78.54000092
509897.49	3984029	79.51000214
509898.34	3984025.28	80.87999725
509901.78	3984030.04	78.51000214
509904.1	3984030.44	79.62000275
509906.2	3984026.12	81.26999664
509906.72	3984030.93	79.98999786
509909.63	3984029.18	81.66999817
509909.3	3984025.4	82.79000092
509910.95	3984030.74	81.16999817
509915.09	3984025.17	83.91000366
509916.07	3984030.83	82.18000031
509916.39	3984026.94	83.58999634
509918.59	3984025.16	84.61000061
509817.4	3984024.37	59.33000183
509821.09	3984023.76	60.49000168
509821.83	3984019.6	62.15999985
509823.07	3984024.2	60.02000046
509826.07	3984022.74	62.16999817
509825.33	3984019.1	64.98000336
509827.75	3984024.34	60.74000168
509831.25	3984023.45	62.36000061
509827.62	3984019.07	65.05000305
509832.24	3984021.12	62.04000092
509835.84	3984024.19	65.12000275
509836.51	3984022.23	64.26000214
509840.12	3984020.34	66.22000122
509840.9	3984023.82	65.23999786
509842.74	3984022.94	66.79000092
509845.01	3984019.5	68.48999786
509845.38	3984023.59	66.97000122
509846.01	3984020.34	68.70999908
509849.99	3984019.21	69.97000122
509850.08	3984024.13	69.16000366
509852.11	3984022.45	70.30000305
509854.68	3984020.19	72.09999847
509854.97	3984024.39	70.90000153
509858.6	3984023.76	72.12000275
509859.31	3984019.67	73.72000122
509859.71	3984024.65	71.91999817
509863.98	3984019.44	74.33000183
509864.11	3984022.78	73.48000336
509868.72	3984019.56	76.48999786
509868.89	3984024.49	75.22000122
509872.79	3984019.06	77.86000061
509874.04	3984024.17	76.58000183
509877.98	3984019.22	78.65000153
509878.15	3984024.86	77.12000275
509882.79	3984019.23	79.43000031
509883.21	3984024.88	77.45999908
509886.86	3984019.51	79.98999786
509888.49	3984024.87	78.88999939
509891.92	3984019.36	81.36000061
509892.27	3984024.81	79.41000366
509896.4	3984019.21	82.02999878
509900.33	3984024.86	80.16999817
509900.07	3984019.09	82.55999756
509901.83	3984024.33	80.13999939
509901.68	3984022.18	81.41000366
509904.29	3984019.25	83.06999969
509906.49	3984024.95	81.41999817
509910.89	3984020.25	83.98000336
509910.98	3984024.92	82.98999786
509914.78	3984019.52	85.62000275
509915.81	 3984024.8	84.13999939
509918.61	 3984021.86	85.41999817
509919.86	3984019.08	86.51999664
509818.11	3984018.55	60.47000122
509819.95	3984015.68	62.38000107
509821.52	3984016.64	63.72999954
509822.36	3984018.94	62.54000092
509825.58	3984018.72	64.87000275
509826.56	3984013.38	66.51999664
509831.17	3984018.81	64.55000305
509827.21	3984015.21	66.20999908
509830.87	3984014.66	68.31999969
509834.08	3984018.67	63.33000183
509833.66	3984017.66	64.22000122
509831.88	3984016.07	66.48999786
509832.24	3984013.12	68.16999817
509836.11	 3984016.08	64.26000214
509838.35	3984015.35	66.05999756
509840.13	3984014.14	68.22000122
509841.08	3984017.27	66.80999756
509845.06	3984017.04	68.12000275
509845.18	3984013.15	69.68000031
509845.38	3984016.74	68.16999817
509846.25	3984013.16	70.23000336
509849.8	3984013.33	72.12999725
509850.68	3984018.94	70.20999908
509851.91	 3984015.95	72.08000183
509854.7	3984013.21	74.11000061
509854.81	3984018.71	71.72000122
509857.94	3984016.32	73.87000275
509859.4	3984013.37	75.45999908
509859.53	3984018.7	73.80000305
509863.71	3984013.32	76.62000275
509864.46	3984018.85	74.66000366
509867.71	3984018.28	76.36000061
509868.71	3984013.3	77.83000183
509868.82	3984019.02	76.59999847
509871.83	3984017.25	77.86000061
509873.34	3984013.99	78.80000305
509874.4	3984018.94	77.79000092
509878.07	3984013.55	79.91000366
509878.45	3984018.79	78.69999695
509880.37	3984016.52	79.81999969
509882.74	3984013.21	81.16000366
509883	3984018.86	79.58000183
509887.09	3984013.15	82.30999756
509887.55	3984018.3	80.22000122
509888.71	3984015.59	81.80000305
509892	3984013.14	83.26999664
509892.36	3984018.74	81.41999817
509896.84	3984013.21	84.15000153
509897.36	3984018.95	82.09999847
509899.04	3984016.12	83.44999695
509901.52	3984013.1	84.80999756
509901.93	3984018.92	82.62999725
509905.72	3984013.27	85.33999634
509906.78	3984018.87	82.62000275
509907.21	3984013.02	85.77999878
509910.95	3984018.36	84.11000061
509913.26	3984016.36	85.44999695
509915.43	3984014.28	86.58999634
509915.65	3984018.75	85.75
509920.18	3984013.57	87.90000153
509817.75	3984012.8	61.52999878
509819.92	3984010.28	62.88999939
509817.49	3984007.47	65.04000092
509822.18	3984008.42	63.45000076
509823.98	3984007.13	64.75
509826.54	3984012.91	66.76999664
509827.31	3984012.64	66.97000122
509830.58	3984011.2	68.08000183
509830.97	3984007.28	69.83000183
509834.79	3984012.92	67.70999908
509835.23	3984007.17	70.06999969
509838.68	3984011.38	66.48999786
509836.5	3984010.85	68.54000092
509836.04	3984007.14	69.98000336
509842.06	3984007.32	68.58000183
509844.61	3984011.38	70.48000336
509845.3	3984007.47	71.73000336
509845.41	3984012.76	69.87000275
509848.61	3984011.09	72.27999878
509849.89	3984006.96	74.33000183
509850.08	3984012.76	72.27999878
509852.06	3984008.93	74.09999847
509854.68	3984007.11	75.48000336
509855.04	3984011.86	74.20999908
509858.93	3984007.16	75.91000366
509859.43	3984011.03	75.25
509864.03	3984007.12	77.33999634
509864.14	3984012.03	76.73999786
509866.02	3984009.85	77.58999634
509868.36	3984006.95	79.41000366
509868.89	3984012.39	78.02999878
509873.03	3984007.01	80.30999756
509873.69	3984012.38	79.08000183
509877.59	3984006.97	81.30000305
509878.31	3984012.89	80.13999939
509882.49	3984011.01	81.41000366
509882.56	3984007.06	82.66999817
509883.06	3984012.78	81.29000092
509887.34	3984007.07	84.01000214
509887.93	3984012.77	82.55999756
509887.71	3984008.21	83.73999786
509892.16	3984007.75	85.08999634
509892.68	3984012.8	83.37999725
509896.59	3984007	86.04000092
509897.44	3984012.77	84.23000336
509897.6	3984008.47	85.66000366
509901.44	3984006.98	87.05999756
509901.9	3984012.83	84.94000244
509906.1	3984007.09	87.90000153
509910.65	3984012.8	84.77999878
509906.68	3984008.42	87.05000305
509910.42	3984007.08	88.44000244
509911.88	3984012.66	84.54000092
